Pattern,#SUP:,#CONF:
"i,if,want ==> you",2.0,0.5
"i,if,thought ==> you",2.0,1.0
"i,your,eminence ==> you",2.0,1.0
"i,but,are ==> you",2.0,1.0
"i,thats,with ==> you",2.0,1.0
"i,well,thought ==> you",2.0,1.0
"i,out,actually ==> you",2.0,1.0
"i,out,with,actually ==> you",2.0,1.0
"i,with,a ==> you",2.0,0.5
"i,with,want ==> you",3.0,0.75
"i,with,actually ==> you",2.0,1.0
"i,that,are ==> you",2.0,0.6666666666666666
"i,that,colon ==> you",2.0,1.0
"i,in,cant ==> you",2.0,1.0
"i,in,keep ==> you",2.0,1.0
"i,in,cant,keep ==> you",2.0,1.0
"i,really,think ==> you",2.0,1.0
"i,cant,keep ==> you",2.0,1.0
"i,cant,has ==> you",2.0,1.0
"so,im ==> you",2.0,0.5
"so,but ==> you",2.0,0.6666666666666666
"so,cant ==> you",2.0,1.0
"so,away ==> you",2.0,1.0
"so,howd ==> you",2.0,1.0
"she,go ==> you",3.0,1.0
"she,but ==> you",2.0,0.5
"she,out ==> you",3.0,1.0
"she,cant ==> you",2.0,0.6666666666666666
"she,hates ==> you",2.0,1.0
"she,go,but ==> you",2.0,1.0
"she,go,out ==> you",3.0,1.0
"she,go,with ==> you",3.0,1.0
"she,go,cant ==> you",2.0,1.0
"she,go,but,out ==> you",2.0,1.0
"she,go,but,with ==> you",2.0,1.0
"she,go,but,cant ==> you",2.0,1.0
"she,go,but,out,with ==> you",2.0,1.0
"she,go,but,out,cant ==> you",2.0,1.0
"she,go,but,out,with,cant ==> you",2.0,1.0
"she,go,but,with,cant ==> you",2.0,1.0
"she,go,out,with ==> you",3.0,1.0
"she,go,out,cant ==> you",2.0,1.0
"she,go,out,with,cant ==> you",2.0,1.0
"she,go,with,cant ==> you",2.0,1.0
"she,but,out ==> you",2.0,1.0
"she,but,with ==> you",2.0,1.0
"she,but,cant ==> you",2.0,1.0
"she,but,out,with ==> you",2.0,1.0
"she,but,out,cant ==> you",2.0,1.0
"she,but,out,with,cant ==> you",2.0,1.0
"she,but,with,cant ==> you",2.0,1.0
"she,out,with ==> you",3.0,1.0
"she,out,cant ==> you",2.0,1.0
"she,out,with,cant ==> you",2.0,1.0
"she,with,cant ==> you",2.0,1.0
"go,no ==> you",2.0,0.5
"go,if ==> you",4.0,0.5
"go,then ==> you",3.0,0.75
"go,but ==> you",3.0,0.6
"go,did ==> you",2.0,0.6666666666666666
"go,cant ==> you",3.0,0.75
"go,want ==> you",3.0,0.5
"go,actually ==> you",2.0,1.0
"go,no,with ==> you",2.0,0.6666666666666666
"go,if,out ==> you",2.0,0.5
"go,if,with ==> you",2.0,0.5
"go,if,want ==> you",2.0,1.0
"go,if,out,with ==> you",2.0,0.5
"go,but,out ==> you",3.0,1.0
"go,but,with ==> you",3.0,1.0
"go,but,cant ==> you",2.0,0.6666666666666666
"go,but,out,with ==> you",3.0,1.0
"go,but,out,cant ==> you",2.0,1.0
"go,but,out,with,cant ==> you",2.0,1.0
"go,but,with,cant ==> you",2.0,1.0
"go,out,with ==> you",6.0,0.5
"go,out,did ==> you",2.0,1.0
"go,out,cant ==> you",2.0,1.0
"go,out,actually ==> you",2.0,1.0
"go,out,with,did ==> you",2.0,1.0
"go,out,with,cant ==> you",2.0,1.0
"go,out,with,actually ==> you",2.0,1.0
"go,with,did ==> you",2.0,1.0
"go,with,cant ==> you",2.0,1.0
"go,with,want ==> you",2.0,0.6666666666666666
"go,with,actually ==> you",2.0,1.0
"how,are ==> you",2.0,1.0
"how,can ==> you",2.0,1.0
"im,oh ==> you",2.0,1.0
"know,thought ==> you",2.0,0.6666666666666666
"sometimes,are ==> you",2.0,1.0
"just,out ==> you",2.0,0.6666666666666666
"just,in ==> you",2.0,0.5
"just,the,in ==> you",2.0,0.5
"just,what,out ==> you",2.0,1.0
"and,good ==> you",2.0,1.0
"and,if ==> you",2.0,1.0
"and,want ==> you",2.0,1.0
"and,only ==> you",2.0,0.5
"and,when ==> you",2.0,0.6666666666666666
"and,of,good ==> you",2.0,1.0
"and,the,only ==> you",2.0,0.5
"and,me,want ==> you",2.0,1.0
"and,then,when ==> you",2.0,1.0
"dont,really ==> you",2.0,0.6666666666666666
"dont,why ==> you",3.0,0.75
"dont,really,think ==> you",2.0,1.0
"like,up ==> you",2.0,0.6666666666666666
"my,your ==> you",2.0,0.6666666666666666
"my,the,in ==> you",2.0,0.6666666666666666
"of,good ==> you",2.0,1.0
"of,but ==> you",2.0,0.5
"of,act ==> you",2.0,1.0
"of,but,that ==> you",2.0,1.0
"of,but,are ==> you",2.0,1.0
"of,but,that,are ==> you",2.0,1.0
"of,that,are ==> you",2.0,0.5
"the,cant ==> you",4.0,0.5714285714285714
"the,want ==> you",2.0,0.5
"the,people ==> you",2.0,0.5
"the,keep ==> you",2.0,0.5
"the,expect ==> you",2.0,1.0
"the,while ==> you",2.0,1.0
"the,if,out ==> you",2.0,0.6666666666666666
"the,all,expect ==> you",2.0,1.0
"the,with,want ==> you",2.0,1.0
"the,in,cant ==> you",2.0,1.0
"the,in,keep ==> you",2.0,0.6666666666666666
"the,in,cant,keep ==> you",2.0,1.0
"the,cant,keep ==> you",2.0,1.0
"what,thats ==> you",2.0,0.6666666666666666
"what,say ==> you",3.0,0.6
"what,out ==> you",2.0,0.5
"what,are ==> you",4.0,1.0
"get,then ==> you",2.0,0.6666666666666666
"get,when ==> you",2.0,0.5
"god,if ==> you",2.0,1.0
"god,me ==> you",2.0,1.0
"if,then ==> you",3.0,1.0
"if,out ==> you",3.0,0.6
"if,with ==> you",3.0,0.6
"if,have ==> you",2.0,0.6666666666666666
"if,want ==> you",2.0,0.5
"if,thought ==> you",2.0,1.0
"if,would ==> you",2.0,1.0
"if,out,with ==> you",2.0,0.5
"your,are ==> you",2.0,0.5
"then,all ==> you",2.0,1.0
"then,when ==> you",2.0,0.6666666666666666
"but,out ==> you",3.0,0.75
"but,with ==> you",3.0,0.5
"but,that ==> you",2.0,0.5
"but,cant ==> you",2.0,0.5
"but,are ==> you",3.0,0.6
"but,out,with ==> you",3.0,1.0
"but,out,cant ==> you",2.0,1.0
"but,out,with,cant ==> you",2.0,1.0
"but,with,cant ==> you",2.0,1.0
"but,that,are ==> you",2.0,1.0
"but,a,are ==> you",2.0,0.6666666666666666
"thats,with ==> you",2.0,1.0
"all,expect ==> you",2.0,1.0
"well,with ==> you",2.0,0.6666666666666666
"well,thought ==> you",2.0,1.0
"never,with ==> you",2.0,0.5
"never,told ==> you",2.0,1.0
"out,with ==> you",6.0,0.5
"out,did ==> you",2.0,0.6666666666666666
"out,cant ==> you",2.0,0.6666666666666666
"out,actually ==> you",2.0,1.0
"out,with,did ==> you",2.0,1.0
"out,with,cant ==> you",2.0,1.0
"out,with,actually ==> you",2.0,1.0
"with,did ==> you",2.0,1.0
"with,cant ==> you",2.0,0.6666666666666666
"with,want ==> you",3.0,0.75
"with,actually ==> you",2.0,1.0
"for,too ==> you",2.0,1.0
"be,have ==> you",2.0,0.5
"be,have,a ==> you",2.0,1.0
"ever,told ==> you",2.0,1.0
"ever,has ==> you",3.0,1.0
"ever,anyone ==> you",2.0,1.0
"ever,told,has ==> you",2.0,1.0
"ever,told,anyone ==> you",2.0,1.0
"ever,told,has,anyone ==> you",2.0,1.0
"ever,has,anyone ==> you",2.0,1.0
"that,are ==> you",3.0,0.5
"that,colon ==> you",2.0,1.0
"a,big ==> you",2.0,0.6666666666666666
"in,cant ==> you",2.0,1.0
"in,keep ==> you",2.0,0.6666666666666666
"in,cant,keep ==> you",2.0,1.0
"really,think ==> you",2.0,1.0
"cant,keep ==> you",2.0,1.0
"cant,has ==> you",2.0,1.0
"are,where ==> you",2.0,0.6666666666666666
"are,why ==> you",2.0,1.0
"there,why ==> you",2.0,1.0
"told,has ==> you",2.0,1.0
"told,anyone ==> you",2.0,1.0
"told,has,anyone ==> you",2.0,1.0
"has,anyone ==> you",2.0,1.0
"i,you,we ==> know",2.0,0.5
"you,wonder ==> know",2.0,1.0
"you,oh ==> know",2.0,1.0
"do,you,why ==> this",2.0,0.5
"go,you,is ==> this",2.0,0.6666666666666666
"of,any ==> this",2.0,0.6666666666666666
"on,why ==> this",2.0,0.6666666666666666
"is,why ==> this",2.0,0.6666666666666666
"i,other ==> and",2.0,0.5
"i,know,her ==> and",2.0,1.0
"you,good ==> and",2.0,1.0
"you,of,good ==> and",2.0,1.0
"you,me,man ==> and",2.0,1.0
"know,her ==> and",2.0,1.0
"this,but ==> and",2.0,0.6666666666666666
"my,the,in ==> and",2.0,0.6666666666666666
"of,good ==> and",2.0,1.0
"of,youll ==> and",2.0,0.6666666666666666
"of,your,be ==> and",2.0,0.5
"of,your,youll ==> and",2.0,1.0
"of,your,be,youll ==> and",2.0,1.0
"of,be,youll ==> and",2.0,1.0
"the,ive ==> and",2.0,0.6666666666666666
"the,going ==> and",3.0,0.75
"the,got ==> and",2.0,0.6666666666666666
"the,ive,going ==> and",2.0,1.0
"the,ive,thing ==> and",2.0,1.0
"the,ive,going,thing ==> and",2.0,1.0
"the,going,thing ==> and",2.0,1.0
"your,youll ==> and",2.0,0.6666666666666666
"your,be,youll ==> and",2.0,1.0
"out,is ==> and",2.0,0.5
"be,youll ==> and",2.0,0.6666666666666666
"ive,going ==> and",2.0,1.0
"ive,thing ==> and",2.0,1.0
"ive,going,thing ==> and",2.0,1.0
"going,thing ==> and",2.0,0.6666666666666666
"do,get ==> like",2.0,0.6666666666666666
"do,you,get ==> like",2.0,1.0
"to,out,id ==> like",2.0,1.0
"go,then ==> like",2.0,0.5
"go,all ==> like",2.0,0.5
"go,you,then ==> like",2.0,0.5
"go,all,with ==> like",2.0,1.0
"go,all,a ==> like",2.0,1.0
"go,all,with,a ==> like",2.0,1.0
"go,with,a ==> like",2.0,0.6666666666666666
"you,look ==> like",2.0,0.6666666666666666
"get,her ==> like",2.0,0.5
"one,id ==> like",2.0,1.0
"but,its ==> like",2.0,0.6666666666666666
"all,with ==> like",2.0,0.6666666666666666
"all,a ==> like",2.0,0.6666666666666666
"all,with,a ==> like",2.0,1.0
"out,id ==> like",2.0,1.0
"is,id ==> like",2.0,1.0
"a,line ==> like",2.0,1.0
"to,am ==> my",2.0,0.5
"to,i,on ==> my",2.0,0.5
"to,i,am ==> my",2.0,0.5
"to,i,out,have ==> my",2.0,1.0
"to,out,have ==> my",2.0,0.5
"i,listening ==> my",2.0,0.6666666666666666
"i,betrayed ==> my",2.0,0.6666666666666666
"i,you,make ==> my",2.0,0.6666666666666666
"i,out,have ==> my",2.0,1.0
"you,make ==> my",2.0,0.6666666666666666
"you,should ==> my",2.0,0.6666666666666666
"the,your,in ==> my",2.0,0.6666666666666666
"had,one ==> my",2.0,0.6666666666666666
"had,never ==> my",2.0,1.0
"been,ive ==> my",2.0,1.0
"out,have ==> my",2.0,0.5
"a,as ==> my",2.0,0.5
"not,he ==> of",3.0,0.6
"not,afraid ==> of",3.0,0.6
"not,to,the ==> of",2.0,0.6666666666666666
"not,i,afraid ==> of",2.0,0.6666666666666666
"to,word ==> of",2.0,1.0
"to,group ==> of",2.0,1.0
"to,their ==> of",2.0,0.6666666666666666
"to,bring ==> of",2.0,0.6666666666666666
"to,according ==> of",2.0,0.6666666666666666
"to,i,on ==> of",2.0,0.5
"to,i,my,on ==> of",2.0,0.6666666666666666
"to,i,my,the,on ==> of",2.0,1.0
"to,i,the,on ==> of",2.0,1.0
"to,i,the,have ==> of",2.0,0.5
"to,you,group ==> of",2.0,1.0
"to,you,their ==> of",2.0,1.0
"to,you,that,their ==> of",2.0,1.0
"to,you,a,group ==> of",2.0,1.0
"to,my,on ==> of",2.0,0.6666666666666666
"to,my,the,on ==> of",2.0,1.0
"to,the,on ==> of",2.0,1.0
"to,the,a ==> of",2.0,0.5
"to,the,word ==> of",2.0,1.0
"to,the,bring ==> of",2.0,1.0
"to,the,according ==> of",2.0,1.0
"to,the,word,bring ==> of",2.0,1.0
"to,be,it ==> of",2.0,0.5
"to,that,their ==> of",2.0,1.0
"to,a,group ==> of",2.0,1.0
"to,word,bring ==> of",2.0,1.0
"i,potential ==> of",2.0,1.0
"i,afraid ==> of",2.0,0.6666666666666666
"i,loss ==> of",2.0,1.0
"i,you,the,is ==> of",2.0,0.5
"i,you,the,are ==> of",2.0,0.6666666666666666
"i,you,the,with,is ==> of",2.0,1.0
"i,you,the,with,that ==> of",2.0,0.6666666666666666
"i,you,the,with,are ==> of",2.0,0.6666666666666666
"i,you,the,with,is,that ==> of",2.0,1.0
"i,you,the,with,is,are ==> of",2.0,1.0
"i,you,the,with,is,that,are ==> of",2.0,1.0
"i,you,the,with,that,are ==> of",2.0,1.0
"i,you,the,is,that ==> of",2.0,0.5
"i,you,the,is,are ==> of",2.0,1.0
"i,you,the,is,that,are ==> of",2.0,1.0
"i,you,the,that,are ==> of",2.0,1.0
"i,you,if,out ==> of",2.0,0.6666666666666666
"i,you,with,is ==> of",2.0,1.0
"i,you,with,that ==> of",2.0,0.5
"i,you,with,are ==> of",2.0,0.5
"i,you,with,is,that ==> of",2.0,1.0
"i,you,with,is,are ==> of",2.0,1.0
"i,you,with,is,that,are ==> of",2.0,1.0
"i,you,with,that,are ==> of",2.0,0.6666666666666666
"i,you,is,are ==> of",2.0,1.0
"i,you,is,that,are ==> of",2.0,1.0
"i,you,that,are ==> of",2.0,0.6666666666666666
"i,dont,the ==> of",4.0,0.8
"i,my,on ==> of",2.0,0.5
"i,my,the,on ==> of",2.0,0.6666666666666666
"i,the,on ==> of",2.0,0.5
"i,the,but ==> of",2.0,0.5
"i,the,are ==> of",3.0,0.6
"i,the,potential ==> of",2.0,1.0
"i,the,loss ==> of",2.0,1.0
"i,the,with,is ==> of",2.0,1.0
"i,the,with,that ==> of",2.0,0.6666666666666666
"i,the,with,are ==> of",2.0,0.6666666666666666
"i,the,with,is,that ==> of",2.0,1.0
"i,the,with,is,are ==> of",2.0,1.0
"i,the,with,is,that,are ==> of",2.0,1.0
"i,the,with,that,are ==> of",2.0,1.0
"i,the,is,are ==> of",2.0,1.0
"i,the,is,that,are ==> of",2.0,1.0
"i,the,that,are ==> of",2.0,1.0
"i,if,out ==> of",2.0,0.6666666666666666
"i,with,is ==> of",2.0,0.6666666666666666
"i,with,that ==> of",2.0,0.5
"i,with,are ==> of",2.0,0.5
"i,with,is,that ==> of",2.0,1.0
"i,with,is,are ==> of",2.0,1.0
"i,with,is,that,are ==> of",2.0,1.0
"i,with,that,are ==> of",2.0,0.6666666666666666
"i,is,are ==> of",2.0,1.0
"i,is,that,are ==> of",2.0,1.0
"i,that,are ==> of",2.0,0.6666666666666666
"she,like ==> of",2.0,1.0
"you,group ==> of",2.0,1.0
"you,yourself ==> of",2.0,0.5
"you,their ==> of",2.0,1.0
"you,the,with,is ==> of",2.0,1.0
"you,the,with,that ==> of",2.0,0.6666666666666666
"you,the,with,are ==> of",2.0,0.6666666666666666
"you,the,with,is,that ==> of",2.0,1.0
"you,the,with,is,are ==> of",2.0,1.0
"you,the,with,is,that,are ==> of",2.0,1.0
"you,the,with,that,are ==> of",2.0,1.0
"you,the,is,are ==> of",2.0,1.0
"you,the,is,that,are ==> of",2.0,1.0
"you,the,that,are ==> of",2.0,1.0
"you,with,is ==> of",2.0,0.5
"you,with,that ==> of",2.0,0.5
"you,with,are ==> of",2.0,0.5
"you,with,is,that ==> of",2.0,1.0
"you,with,is,are ==> of",2.0,1.0
"you,with,is,that,are ==> of",2.0,1.0
"you,with,that,are ==> of",2.0,0.6666666666666666
"you,is,are ==> of",2.0,1.0
"you,is,that,are ==> of",2.0,1.0
"you,that,are ==> of",3.0,0.5
"you,that,their ==> of",2.0,1.0
"you,a,group ==> of",2.0,1.0
"just,got ==> of",2.0,0.6666666666666666
"and,only ==> of",2.0,0.5
"and,world ==> of",2.0,0.6666666666666666
"and,the,only ==> of",2.0,0.5
"and,the,world ==> of",2.0,0.6666666666666666
"and,a,he ==> of",2.0,1.0
"dont,the ==> of",4.0,0.5714285714285714
"my,the,on ==> of",2.0,0.5
"the,did ==> of",2.0,0.5
"the,word ==> of",2.0,0.6666666666666666
"the,where ==> of",2.0,0.6666666666666666
"the,part ==> of",2.0,0.5
"the,bianca ==> of",2.0,0.5
"the,potential ==> of",2.0,1.0
"the,yourself ==> of",2.0,0.6666666666666666
"the,rest ==> of",2.0,0.6666666666666666
"the,loss ==> of",2.0,1.0
"the,bring ==> of",2.0,1.0
"the,according ==> of",2.0,1.0
"the,cannot ==> of",2.0,1.0
"the,ignore ==> of",2.0,1.0
"the,calculations ==> of",2.0,1.0
"the,with,is ==> of",2.0,1.0
"the,with,that ==> of",2.0,0.5
"the,with,is,that ==> of",2.0,1.0
"the,with,is,are ==> of",2.0,1.0
"the,with,is,that,are ==> of",2.0,1.0
"the,with,that,are ==> of",2.0,1.0
"the,is,are ==> of",2.0,1.0
"the,is,that,are ==> of",2.0,1.0
"the,that,are ==> of",2.0,1.0
"the,a,would ==> of",2.0,1.0
"the,word,bring ==> of",2.0,1.0
"the,cannot,ignore ==> of",2.0,1.0
"get,easy ==> of",2.0,1.0
"one,in ==> of",2.0,1.0
"your,is ==> of",2.0,0.5
"with,is,that ==> of",2.0,1.0
"with,is,are ==> of",2.0,1.0
"with,is,that,are ==> of",2.0,1.0
"with,that,are ==> of",2.0,0.6666666666666666
"be,youll ==> of",2.0,0.6666666666666666
"who,would ==> of",2.0,0.5
"is,are ==> of",2.0,1.0
"is,because ==> of",2.0,0.5
"is,only ==> of",3.0,0.5
"is,that,are ==> of",2.0,1.0
"is,only,or ==> of",2.0,1.0
"that,are ==> of",3.0,0.5
"that,their ==> of",2.0,0.6666666666666666
"a,group ==> of",2.0,1.0
"word,bring ==> of",2.0,1.0
"only,or ==> of",2.0,1.0
"cannot,ignore ==> of",2.0,1.0
"i,more ==> than",3.0,0.75
"i,no,more ==> than",2.0,1.0
"no,more ==> than",3.0,1.0
"the,more ==> than",2.0,0.5
"do,to,have ==> the",2.0,0.6666666666666666
"not,did ==> the",2.0,0.6666666666666666
"not,could ==> the",2.0,1.0
"not,am ==> the",3.0,0.5
"not,to,did ==> the",2.0,1.0
"not,to,he ==> the",2.0,0.6666666666666666
"not,to,did,he ==> the",2.0,1.0
"not,i,could ==> the",2.0,1.0
"not,i,am ==> the",3.0,0.5
"not,did,he ==> the",2.0,1.0
"to,only ==> the",2.0,0.6666666666666666
"to,guys ==> the",2.0,0.6666666666666666
"to,keep ==> the",2.0,0.5
"to,went ==> the",2.0,0.6666666666666666
"to,am ==> the",2.0,0.5
"to,asia ==> the",2.0,0.6666666666666666
"to,bring ==> the",2.0,0.6666666666666666
"to,according ==> the",2.0,0.6666666666666666
"to,i,on ==> the",2.0,0.5
"to,i,all ==> the",2.0,0.6666666666666666
"to,i,guys ==> the",2.0,1.0
"to,i,am ==> the",2.0,0.5
"to,i,go,if ==> the",2.0,1.0
"to,i,go,if,want ==> the",2.0,1.0
"to,i,my,on ==> the",2.0,0.6666666666666666
"to,i,if,want ==> the",2.0,0.6666666666666666
"to,go,if ==> the",2.0,0.5
"to,go,if,want ==> the",2.0,1.0
"to,my,on ==> the",2.0,0.6666666666666666
"to,of,according ==> the",2.0,1.0
"to,if,want ==> the",2.0,0.6666666666666666
"to,one,is ==> the",2.0,0.6666666666666666
"to,did,he ==> the",2.0,1.0
"i,believe ==> the",3.0,0.6
"i,ever ==> the",2.0,1.0
"i,our ==> the",2.0,0.6666666666666666
"i,someone ==> the",2.0,0.5
"i,kat ==> the",2.0,1.0
"i,guys ==> the",2.0,0.6666666666666666
"i,other ==> the",2.0,0.5
"i,still ==> the",2.0,0.5
"i,understand ==> the",2.0,0.6666666666666666
"i,accept ==> the",2.0,1.0
"i,so,with ==> the",2.0,0.6666666666666666
"i,so,you,with ==> the",2.0,0.6666666666666666
"i,go,if ==> the",2.0,0.6666666666666666
"i,go,if,want ==> the",2.0,1.0
"i,no,believe ==> the",3.0,1.0
"i,you,for ==> the",3.0,0.5
"i,you,is ==> the",3.0,0.6
"i,you,kat ==> the",2.0,1.0
"i,you,with,is ==> the",2.0,1.0
"i,you,with,that ==> the",2.0,0.5
"i,you,with,are ==> the",2.0,0.5
"i,you,with,is,that ==> the",2.0,1.0
"i,you,with,is,are ==> the",2.0,1.0
"i,you,with,is,that,are ==> the",2.0,1.0
"i,you,with,that,are ==> the",2.0,0.6666666666666666
"i,you,be,that ==> the",2.0,1.0
"i,you,is,that ==> the",3.0,0.6
"i,you,is,are ==> the",2.0,1.0
"i,you,is,that,are ==> the",2.0,1.0
"i,you,that,are ==> the",2.0,0.6666666666666666
"i,this,is ==> the",2.0,0.5
"i,my,on ==> the",2.0,0.5
"i,of,are ==> the",2.0,0.5
"i,what,think ==> the",2.0,1.0
"i,if,want ==> the",2.0,0.5
"i,with,is ==> the",2.0,0.6666666666666666
"i,with,that ==> the",2.0,0.5
"i,with,are ==> the",3.0,0.75
"i,with,is,that ==> the",2.0,1.0
"i,with,is,are ==> the",2.0,1.0
"i,with,is,that,are ==> the",2.0,1.0
"i,with,that,are ==> the",2.0,0.6666666666666666
"i,be,is ==> the",2.0,0.6666666666666666
"i,be,that ==> the",2.0,0.6666666666666666
"i,is,are ==> the",2.0,1.0
"i,is,our ==> the",2.0,1.0
"i,is,think ==> the",2.0,0.6666666666666666
"i,is,am ==> the",3.0,1.0
"i,is,that,are ==> the",2.0,1.0
"i,that,are ==> the",2.0,0.6666666666666666
"so,get ==> the",3.0,0.75
"so,can ==> the",3.0,0.5
"so,thing ==> the",2.0,0.6666666666666666
"so,up ==> the",2.0,0.6666666666666666
"so,you,that ==> the",2.0,0.6666666666666666
"so,this,can ==> the",2.0,1.0
"so,get,can ==> the",2.0,1.0
"go,if,out ==> the",2.0,0.5
"go,if,with ==> the",2.0,0.5
"go,if,want ==> the",2.0,1.0
"go,if,out,with ==> the",2.0,0.5
"no,more ==> the",2.0,0.6666666666666666
"no,believe ==> the",3.0,1.0
"no,are ==> the",2.0,0.5
"no,from ==> the",2.0,1.0
"no,than ==> the",2.0,0.6666666666666666
"no,more,than ==> the",2.0,0.6666666666666666
"you,at ==> the",4.0,0.5
"you,believe ==> the",2.0,0.6666666666666666
"you,as ==> the",3.0,0.5
"you,our ==> the",2.0,0.5
"you,kat ==> the",2.0,0.6666666666666666
"you,guys ==> the",2.0,0.6666666666666666
"you,from ==> the",3.0,0.5
"you,howd ==> the",2.0,0.5
"you,get,howd ==> the",2.0,1.0
"you,then,that ==> the",2.0,1.0
"you,but,with ==> the",2.0,0.5
"you,with,is ==> the",2.0,0.5
"you,with,that ==> the",2.0,0.5
"you,with,are ==> the",2.0,0.5
"you,with,is,that ==> the",2.0,1.0
"you,with,is,are ==> the",2.0,1.0
"you,with,is,that,are ==> the",2.0,1.0
"you,with,that,are ==> the",2.0,0.6666666666666666
"you,for,believe ==> the",2.0,1.0
"you,at,re ==> the",2.0,1.0
"you,be,that ==> the",2.0,1.0
"you,is,are ==> the",2.0,1.0
"you,is,that,are ==> the",2.0,1.0
"you,are,or ==> the",2.0,1.0
"just,in ==> the",3.0,0.75
"just,keep ==> the",2.0,1.0
"just,in,keep ==> the",2.0,1.0
"and,on ==> the",2.0,0.5
"and,yeah ==> the",2.0,1.0
"like,cameron ==> the",2.0,1.0
"like,up ==> the",2.0,0.6666666666666666
"like,get,cameron ==> the",2.0,1.0
"of,yourself ==> the",2.0,0.5
"of,according ==> the",2.0,1.0
"get,at ==> the",2.0,0.6666666666666666
"get,can ==> the",2.0,0.6666666666666666
"get,thing ==> the",2.0,1.0
"get,cameron ==> the",3.0,1.0
"get,howd ==> the",2.0,1.0
"get,at,a ==> the",2.0,1.0
"get,thing,cameron ==> the",2.0,1.0
"if,want ==> the",2.0,0.5
"if,out,with ==> the",2.0,0.5
"had,out ==> the",2.0,0.6666666666666666
"your,is ==> the",2.0,0.5
"your,is,eminence ==> the",2.0,1.0
"me,away ==> the",2.0,1.0
"then,that ==> the",2.0,1.0
"an,as ==> the",2.0,0.6666666666666666
"all,expect ==> the",2.0,1.0
"well,theres ==> the",2.0,1.0
"with,are ==> the",3.0,0.5
"with,our ==> the",2.0,1.0
"with,yourself ==> the",2.0,1.0
"with,colon ==> the",2.0,0.6666666666666666
"with,is,that ==> the",2.0,1.0
"with,is,are ==> the",2.0,1.0
"with,is,that,are ==> the",2.0,1.0
"with,that,are ==> the",2.0,0.6666666666666666
"with,our,colon ==> the",2.0,1.0
"did,he ==> the",2.0,0.5
"for,believe ==> the",2.0,1.0
"at,re ==> the",2.0,1.0
"at,looking ==> the",2.0,0.6666666666666666
"we,up ==> the",2.0,1.0
"ive,going ==> the",2.0,1.0
"ive,got ==> the",2.0,0.5
"is,are ==> the",2.0,1.0
"is,our ==> the",2.0,1.0
"is,only ==> the",3.0,0.5
"is,am ==> the",3.0,1.0
"is,eminence ==> the",2.0,1.0
"is,that,are ==> the",2.0,1.0
"a,could ==> the",2.0,0.6666666666666666
"in,he ==> the",2.0,0.6666666666666666
"in,keep ==> the",2.0,0.6666666666666666
"are,or ==> the",2.0,1.0
"are,guys ==> the",2.0,1.0
"our,colon ==> the",2.0,1.0
"let,hes ==> the",2.0,1.0
"only,sophomore ==> the",2.0,1.0
"thing,cameron ==> the",2.0,1.0
"public,up ==> the",2.0,1.0
"he,himself ==> the",2.0,1.0
"will,understand ==> the",2.0,1.0
"sarah,lawrence ==> the",2.0,0.5
"cannot,ignore ==> the",2.0,1.0
"do,to,like ==> what",2.0,0.5
"go,then ==> get",2.0,0.5
"you,howd ==> get",2.0,0.5
"to,word ==> god",2.0,1.0
"to,bring ==> god",2.0,0.6666666666666666
"to,of,word ==> god",2.0,1.0
"to,of,bring ==> god",2.0,1.0
"to,of,the,word ==> god",2.0,1.0
"to,of,the,bring ==> god",2.0,1.0
"to,of,the,word,bring ==> god",2.0,1.0
"to,of,word,bring ==> god",2.0,1.0
"to,the,word ==> god",2.0,1.0
"to,the,bring ==> god",2.0,1.0
"to,the,word,bring ==> god",2.0,1.0
"to,word,bring ==> god",2.0,1.0
"of,word ==> god",2.0,1.0
"of,bring ==> god",2.0,1.0
"of,the,word ==> god",2.0,1.0
"of,the,bring ==> god",2.0,1.0
"of,the,word,bring ==> god",2.0,1.0
"of,word,bring ==> god",2.0,1.0
"the,word ==> god",2.0,0.6666666666666666
"the,bring ==> god",2.0,1.0
"the,word,bring ==> god",2.0,1.0
"word,bring ==> god",2.0,1.0
"go,this,and ==> one",2.0,0.6666666666666666
"her,cant ==> one",2.0,0.5
"her,sister ==> one",2.0,0.5
"her,cant,sister ==> one",2.0,1.0
"cant,sister ==> one",2.0,1.0
"of,end ==> story",2.0,0.6666666666666666
"say,did ==> about",2.0,0.6666666666666666
"to,wont ==> your",2.0,0.5
"to,i,had ==> your",2.0,0.5
"to,be,it ==> your",2.0,0.5
"be,in ==> your",2.0,0.6666666666666666
"be,youll ==> your",2.0,0.6666666666666666
"they,if ==> me",2.0,1.0
"they,tell ==> me",2.0,1.0
"they,follow ==> me",2.0,1.0
"they,if,follow ==> me",2.0,1.0
"to,start ==> me",2.0,0.6666666666666666
"to,i,know,and ==> me",2.0,1.0
"to,i,with,in ==> me",2.0,1.0
"to,no,with ==> me",2.0,1.0
"to,no,you,with ==> me",2.0,1.0
"to,you,start ==> me",2.0,1.0
"to,know,and ==> me",2.0,0.6666666666666666
"to,with,in ==> me",2.0,1.0
"i,no,you ==> me",2.0,0.5
"i,you,dont,want ==> me",2.0,1.0
"i,know,tell ==> me",2.0,0.6666666666666666
"i,dont,want ==> me",2.0,0.5
"i,with,in ==> me",2.0,0.5
"i,let,could ==> me",2.0,1.0
"so,tell ==> me",2.0,0.6666666666666666
"go,could ==> me",2.0,1.0
